scenario,base_scenario,replicate,seed,burn_in_deaths,analyzed_target_deaths,total_deaths_simulated,n_observed_deaths_analyzed,stopped_by_target,burn_in_time,raw_final_time,total_time_for_analyzed_1000_deaths_after_burnin,observed_death_rate_after_burnin,mean_inter_death_time_after_burnin,median_inter_death_time_after_burnin,accepted_activations_total,activation_candidates,death_candidates,activation_rejected,death_rejected,active_center_expirations,erk_zone_expirations,all_proposals,spatial_bins_per_axis_for_plot,t_zone_area,outside_t_zone_area,t_zone_observed_deaths,outside_t_zone_observed_deaths,t_zone_observed_fraction,t_zone_area_fraction,t_zone_death_density,outside_t_zone_death_density,t_zone_density_ratio,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_binomial_null_probability_area_fraction,t_zone_binomial_observed_fraction,t_zone_binomial_p_value_greater,t_zone_binomial_significant_0p05,lambda_a_1,lambda_a_T,lambda_a_c,lambda_a_T_over_lambda_a_c,lambda_d,beta_a_R,beta_a_T,beta_d_R,beta_d_T
T0p5_c0p01_ratio_50__rep04,T0p5_c0p01_ratio_50,4,1004,500,1000,1500,1000,True,13.662695290893916,36.714673374921,23.051978084027084,43.3802251743814,0.023051978084027085,0.01599563105909052,15998,18250,3693,2252,2193,15576,1444,38963,20,44.44444444444445,55.55555555555555,440,560,0.44,0.4444444444444445,9.899999999999999,10.080000000000002,0.9821428571428569,440,1000,0.4444444444444445,0.44,0.6230785069194156,False,5.0,0.5,0.01,50.0,1.0,2.5,1.2,2.0,0.8
T0p5_c0p01_ratio_50__rep05,T0p5_c0p01_ratio_50,5,1005,500,1000,1500,1000,True,14.048845344719496,36.135597918562695,22.0867525738432,45.27600862357083,0.0220867525738432,0.015875610215438485,15824,17867,3670,2043,2170,15451,1444,38432,20,44.44444444444445,55.55555555555555,443,557,0.443,0.4444444444444445,9.9675,10.026000000000002,0.9941651705565527,443,1000,0.4444444444444445,0.443,0.5487771225133123,False,5.0,0.5,0.01,50.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-2_ratio_1e1__rep01,T1e-1_c1e-2_ratio_1e1,1,1001,500,1000,1500,1000,True,16.297590960284193,39.43555415894037,23.137963198656177,43.219015926954135,0.023137963198656176,0.016194022522599383,16560,19728,3975,3168,2475,16149,1446,41298,20,44.44444444444445,55.55555555555555,435,565,0.435,0.4444444444444445,9.7875,10.170000000000002,0.9623893805309732,435,1000,0.4444444444444445,0.435,0.7363463559963952,False,5.0,0.1,0.01,10.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-2_ratio_1e1__rep02,T1e-1_c1e-2_ratio_1e1,2,1002,500,1000,1500,1000,True,13.975288251187754,37.59376538086305,23.61847712967529,42.339732342165114,0.02361847712967529,0.015157837012594655,16573,18899,3820,2326,2320,16172,1449,40340,20,44.44444444444445,55.55555555555555,408,592,0.408,0.4444444444444445,9.18,10.656,0.8614864864864864,408,1000,0.4444444444444445,0.408,0.9907986355091236,False,5.0,0.1,0.01,10.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-2_ratio_1e1__rep03,T1e-1_c1e-2_ratio_1e1,3,1003,500,1000,1500,1000,True,17.996306579311646,45.373412709714906,27.37710613040326,36.526870124138654,0.02737710613040326,0.01780622465878423,18670,22516,4597,3846,3097,18280,1449,46842,20,44.44444444444445,55.55555555555555,463,537,0.463,0.4444444444444445,10.417499999999999,9.666,1.0777467411545623,463,1000,0.4444444444444445,0.463,0.1253387935439079,False,5.0,0.1,0.01,10.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-2_ratio_1e1__rep04,T1e-1_c1e-2_ratio_1e1,4,1004,500,1000,1500,1000,True,16.587309855337992,41.8829136134171,25.29560375807911,39.53256105542103,0.02529560375807911,0.017522940023829037,17528,20807,4240,3279,2740,17158,1450,43655,20,44.44444444444445,55.55555555555555,408,592,0.408,0.4444444444444445,9.18,10.656,0.8614864864864864,408,1000,0.4444444444444445,0.408,0.9907986355091236,False,5.0,0.1,0.01,10.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-2_ratio_1e1__rep05,T1e-1_c1e-2_ratio_1e1,5,1005,500,1000,1500,1000,True,14.186677526639404,37.36130541877409,23.174627892134684,43.15063890796682,0.023174627892134682,0.016000275798521812,15299,18334,3807,3035,2307,14856,1450,38447,20,44.44444444444445,55.55555555555555,421,579,0.421,0.4444444444444445,9.472499999999998,10.422,0.9088946459412779,421,1000,0.4444444444444445,0.421,0.9364394197391296,False,5.0,0.1,0.01,10.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-3_ratio_1e2__rep01,T1e-1_c1e-3_ratio_1e2,1,1001,500,1000,1500,1000,True,16.29267305699084,39.430636255647016,23.137963198656177,43.219015926954135,0.023137963198656176,0.016194022522599383,16560,19728,3975,3168,2475,16149,1446,41298,20,44.44444444444445,55.55555555555555,435,565,0.435,0.4444444444444445,9.7875,10.170000000000002,0.9623893805309732,435,1000,0.4444444444444445,0.435,0.7363463559963952,False,5.0,0.1,0.001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-3_ratio_1e2__rep02,T1e-1_c1e-3_ratio_1e2,2,1002,500,1000,1500,1000,True,13.975288251187754,37.59376538086305,23.61847712967529,42.339732342165114,0.02361847712967529,0.015157837012594655,16573,18899,3820,2326,2320,16172,1449,40340,20,44.44444444444445,55.55555555555555,408,592,0.408,0.4444444444444445,9.18,10.656,0.8614864864864864,408,1000,0.4444444444444445,0.408,0.9907986355091236,False,5.0,0.1,0.001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-3_ratio_1e2__rep03,T1e-1_c1e-3_ratio_1e2,3,1003,500,1000,1500,1000,True,16.41621753787776,41.14045978800843,24.72424225013067,40.44613338937475,0.02472424225013067,0.016277397884779887,17062,20419,4151,3357,2651,16634,1449,42653,20,44.44444444444445,55.55555555555555,444,556,0.444,0.4444444444444445,9.989999999999998,10.008000000000001,0.9982014388489207,444,1000,0.4444444444444445,0.444,0.5234937600411222,False,5.0,0.1,0.001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-3_ratio_1e2__rep04,T1e-1_c1e-3_ratio_1e2,4,1004,500,1000,1500,1000,True,17.405156045150676,41.45223104666173,24.047075001511054,41.5850992246318,0.024047075001511053,0.01630463840038665,17249,20628,4172,3379,2672,16868,1443,43111,20,44.44444444444445,55.55555555555555,411,589,0.411,0.4444444444444445,9.247499999999999,10.602,0.8722410865874362,411,1000,0.4444444444444445,0.411,0.9848152284010925,False,5.0,0.1,0.001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-3_ratio_1e2__rep05,T1e-1_c1e-3_ratio_1e2,5,1005,500,1000,1500,1000,True,14.227096403384872,37.19858268127534,22.97148627789047,43.5322289512663,0.02297148627789047,0.015336539170810681,15769,18575,3771,2806,2271,15367,1451,39164,20,44.44444444444445,55.55555555555555,444,556,0.444,0.4444444444444445,9.989999999999998,10.008000000000001,0.9982014388489207,444,1000,0.4444444444444445,0.444,0.5234937600411222,False,5.0,0.1,0.001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3__rep01,T1e-1_c1e-4_ratio_1e3,1,1001,500,1000,1500,1000,True,16.29267305699084,39.430636255647016,23.137963198656177,43.219015926954135,0.023137963198656176,0.016194022522599383,16560,19728,3975,3168,2475,16149,1446,41298,20,44.44444444444445,55.55555555555555,435,565,0.435,0.4444444444444445,9.7875,10.170000000000002,0.9623893805309732,435,1000,0.4444444444444445,0.435,0.7363463559963952,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3__rep02,T1e-1_c1e-4_ratio_1e3,2,1002,500,1000,1500,1000,True,13.975288251187754,37.59376538086305,23.61847712967529,42.339732342165114,0.02361847712967529,0.015157837012594655,16573,18899,3820,2326,2320,16172,1449,40340,20,44.44444444444445,55.55555555555555,408,592,0.408,0.4444444444444445,9.18,10.656,0.8614864864864864,408,1000,0.4444444444444445,0.408,0.9907986355091236,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3__rep03,T1e-1_c1e-4_ratio_1e3,3,1003,500,1000,1500,1000,True,16.41621753787776,41.14045978800843,24.72424225013067,40.44613338937475,0.02472424225013067,0.016277397884779887,17062,20419,4151,3357,2651,16634,1449,42653,20,44.44444444444445,55.55555555555555,444,556,0.444,0.4444444444444445,9.989999999999998,10.008000000000001,0.9982014388489207,444,1000,0.4444444444444445,0.444,0.5234937600411222,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3__rep04,T1e-1_c1e-4_ratio_1e3,4,1004,500,1000,1500,1000,True,17.405156045150676,41.45223104666173,24.047075001511054,41.5850992246318,0.024047075001511053,0.01630463840038665,17249,20628,4172,3379,2672,16868,1443,43111,20,44.44444444444445,55.55555555555555,411,589,0.411,0.4444444444444445,9.247499999999999,10.602,0.8722410865874362,411,1000,0.4444444444444445,0.411,0.9848152284010925,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3__rep05,T1e-1_c1e-4_ratio_1e3,5,1005,500,1000,1500,1000,True,14.227096403384872,37.19858268127534,22.97148627789047,43.5322289512663,0.02297148627789047,0.015336539170810681,15769,18575,3771,2806,2271,15367,1451,39164,20,44.44444444444445,55.55555555555555,444,556,0.444,0.4444444444444445,9.989999999999998,10.008000000000001,0.9982014388489207,444,1000,0.4444444444444445,0.444,0.5234937600411222,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-3_ratio_1e1__rep01,T1e-2_c1e-3_ratio_1e1,1,1001,500,1000,1500,1000,True,25.929587040096024,53.17223849928208,27.242651459186057,36.70714656751247,0.027242651459186057,0.01868243117209012,18998,26990,5334,7992,3834,18584,1434,52342,20,44.44444444444445,55.55555555555555,412,588,0.412,0.4444444444444445,9.27,10.584000000000001,0.8758503401360542,412,1000,0.4444444444444445,0.412,0.9821885897732158,False,5.0,0.01,0.001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-3_ratio_1e1__rep02,T1e-2_c1e-3_ratio_1e1,2,1002,500,1000,1500,1000,True,16.454770595728935,40.68090140197101,24.22613080624208,41.27774294615553,0.02422613080624208,0.017142044438481108,17258,20460,4094,3202,2594,16843,1442,42839,20,44.44444444444445,55.55555555555555,407,593,0.407,0.4444444444444445,9.157499999999999,10.674000000000001,0.8579258010118042,407,1000,0.4444444444444445,0.407,0.9922717402795456,False,5.0,0.01,0.001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-3_ratio_1e1__rep03,T1e-2_c1e-3_ratio_1e1,3,1003,500,1000,1500,1000,True,30.641766064047463,58.94621683332793,28.304450769280468,35.33013264067025,0.028304450769280468,0.017371471657275706,18801,29559,5924,10758,4424,18385,1451,55319,20,44.44444444444445,55.55555555555555,463,537,0.463,0.4444444444444445,10.417499999999999,9.666,1.0777467411545623,463,1000,0.4444444444444445,0.463,0.1253387935439079,False,5.0,0.01,0.001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-3_ratio_1e1__rep04,T1e-2_c1e-3_ratio_1e1,4,1004,500,1000,1500,1000,True,32.74978816337482,59.51522617850269,26.76543801512787,37.361615357641384,0.02676543801512787,0.017202112931244073,18035,29869,5904,11834,4404,17597,1459,54829,20,44.44444444444445,55.55555555555555,424,576,0.424,0.4444444444444445,9.54,10.368,0.9201388888888887,424,1000,0.4444444444444445,0.424,0.9088824951741589,False,5.0,0.01,0.001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-3_ratio_1e1__rep05,T1e-2_c1e-3_ratio_1e1,5,1005,500,1000,1500,1000,True,16.73730363337288,42.684180085772695,25.946876452399817,38.540284486054595,0.025946876452399816,0.016867406500631787,17307,21229,4371,3922,2871,16921,1440,43961,20,44.44444444444445,55.55555555555555,447,553,0.447,0.4444444444444445,10.0575,9.954,1.0103978300180831,447,1000,0.4444444444444445,0.447,0.44750688322923493,False,5.0,0.01,0.001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-4_ratio_1e2__rep01,T1e-2_c1e-4_ratio_1e2,1,1001,500,1000,1500,1000,True,25.929587040096024,53.17223849928208,27.242651459186057,36.70714656751247,0.027242651459186057,0.01868243117209012,18998,26990,5334,7992,3834,18584,1434,52342,20,44.44444444444445,55.55555555555555,412,588,0.412,0.4444444444444445,9.27,10.584000000000001,0.8758503401360542,412,1000,0.4444444444444445,0.412,0.9821885897732158,False,5.0,0.01,0.0001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-4_ratio_1e2__rep02,T1e-2_c1e-4_ratio_1e2,2,1002,500,1000,1500,1000,True,16.454770595728935,40.68090140197101,24.22613080624208,41.27774294615553,0.02422613080624208,0.017142044438481108,17258,20460,4094,3202,2594,16843,1442,42839,20,44.44444444444445,55.55555555555555,407,593,0.407,0.4444444444444445,9.157499999999999,10.674000000000001,0.8579258010118042,407,1000,0.4444444444444445,0.407,0.9922717402795456,False,5.0,0.01,0.0001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-4_ratio_1e2__rep03,T1e-2_c1e-4_ratio_1e2,3,1003,500,1000,1500,1000,True,29.931392519712258,55.21634361071466,25.2849510910024,39.54921630660571,0.0252849510910024,0.017485122939042697,17620,27514,5561,9894,4061,17220,1432,51727,20,44.44444444444445,55.55555555555555,429,571,0.429,0.4444444444444445,9.652499999999998,10.278,0.939141856392294,429,1000,0.4444444444444445,0.429,0.8448845210432233,False,5.0,0.01,0.0001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-4_ratio_1e2__rep04,T1e-2_c1e-4_ratio_1e2,4,1004,500,1000,1500,1000,True,32.756908360678565,59.522346375806436,26.76543801512787,37.361615357641384,0.02676543801512787,0.017202112931244073,18034,29869,5905,11835,4405,17596,1459,54829,20,44.44444444444445,55.55555555555555,424,576,0.424,0.4444444444444445,9.54,10.368,0.9201388888888887,424,1000,0.4444444444444445,0.424,0.9088824951741589,False,5.0,0.01,0.0001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-2_c1e-4_ratio_1e2__rep05,T1e-2_c1e-4_ratio_1e2,5,1005,500,1000,1500,1000,True,16.73730363337288,42.684180085772695,25.946876452399817,38.540284486054595,0.025946876452399816,0.016867406500631787,17307,21229,4371,3922,2871,16921,1440,43961,20,44.44444444444445,55.55555555555555,447,553,0.447,0.4444444444444445,10.0575,9.954,1.0103978300180831,447,1000,0.4444444444444445,0.447,0.44750688322923493,False,5.0,0.01,0.0001,100.0,1.0,2.5,1.2,2.0,0.8
T1e-3_c1e-4_ratio_1e1__rep01,T1e-3_c1e-4_ratio_1e1,1,1001,500,1000,1500,1000,True,37.62890862862865,65.0065391483935,27.37763051976485,36.526170490834325,0.02737763051976485,0.01690108677856017,18479,32715,6487,14236,4987,18086,1451,58739,20,44.44444444444445,55.55555555555555,434,566,0.434,0.4444444444444445,9.764999999999999,10.188,0.9584805653710246,434,1000,0.4444444444444445,0.434,0.7567427050167727,False,5.0,0.001,0.0001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-3_c1e-4_ratio_1e1__rep02,T1e-3_c1e-4_ratio_1e1,2,1002,500,1000,1500,1000,True,109.35117095102274,134.18799714804868,24.836826197025943,40.26279332420275,0.024836826197025944,0.017440140939925186,17306,67241,13383,49935,11883,16911,1456,98991,20,44.44444444444445,55.55555555555555,418,582,0.418,0.4444444444444445,9.405,10.476,0.8977663230240549,418,1000,0.4444444444444445,0.418,0.9570393756552464,False,5.0,0.001,0.0001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-3_c1e-4_ratio_1e1__rep03,T1e-3_c1e-4_ratio_1e1,3,1003,500,1000,1500,1000,True,142.12895201150008,167.4979601274591,25.36900811595902,39.41817494121595,0.02536900811595902,0.016738996003212492,17703,83736,16858,66033,15358,17273,1455,119322,20,44.44444444444445,55.55555555555555,412,588,0.412,0.4444444444444445,9.27,10.584000000000001,0.8758503401360542,412,1000,0.4444444444444445,0.412,0.9821885897732158,False,5.0,0.001,0.0001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-3_c1e-4_ratio_1e1__rep04,T1e-3_c1e-4_ratio_1e1,4,1004,500,1000,1500,1000,True,94.56114491423574,120.2504590974545,25.689314183218755,38.92669118637812,0.025689314183218754,0.016846422103675707,17541,59808,12153,42267,10653,17132,1449,90542,20,44.44444444444445,55.55555555555555,425,575,0.425,0.4444444444444445,9.562499999999998,10.350000000000001,0.9239130434782605,425,1000,0.4444444444444445,0.425,0.8979660903506869,False,5.0,0.001,0.0001,10.0,1.0,2.5,1.2,2.0,0.8
T1e-3_c1e-4_ratio_1e1__rep05,T1e-3_c1e-4_ratio_1e1,5,1005,500,1000,1500,1000,True,48.47786164837257,70.02730915124147,21.5494475028689,46.40490202205272,0.021549447502868902,0.01491851874970962,16009,34908,6951,18899,5451,15632,1442,58933,20,44.44444444444445,55.55555555555555,424,576,0.424,0.4444444444444445,9.54,10.368,0.9201388888888887,424,1000,0.4444444444444445,0.424,0.9088824951741589,False,5.0,0.001,0.0001,10.0,1.0,2.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_local_activation__rep01,T0p5_c0p005_ratio_1e2_local_activation,1,1001,500,1000,1500,1000,True,233.68951575912305,734.6525135758067,500.9629978166836,1.9961554133902881,0.5009629978166836,0.2949269960336949,24958,367101,73660,342143,72160,24941,1496,467198,20,44.44444444444445,55.55555555555555,907,93,0.907,0.4444444444444445,20.4075,1.6740000000000002,12.190860215053762,907,1000,0.4444444444444445,0.907,7.690399260947758e-211,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_local_activation__rep02,T0p5_c0p005_ratio_1e2_local_activation,2,1002,500,1000,1500,1000,True,267.7239512407912,763.0482352613451,495.3242840205539,2.0188794134682566,0.4953242840205539,0.2912602998680427,25065,383190,76675,358125,75175,25041,1498,486404,20,44.44444444444445,55.55555555555555,911,89,0.911,0.4444444444444445,20.4975,1.602,12.794943820224718,911,1000,0.4444444444444445,0.911,3.212407236322101e-215,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_local_activation__rep03,T0p5_c0p005_ratio_1e2_local_activation,3,1003,500,1000,1500,1000,True,258.54540451352227,730.0476926970099,471.5022881834876,2.1208804815192,0.4715022881834876,0.2732201930931524,24475,364662,73082,340187,71582,24456,1497,463697,20,44.44444444444445,55.55555555555555,902,98,0.902,0.4444444444444445,20.294999999999998,1.7640000000000002,11.505102040816324,902,1000,0.4444444444444445,0.902,1.757646730209179e-205,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_local_activation__rep04,T0p5_c0p005_ratio_1e2_local_activation,4,1004,500,1000,1500,1000,True,225.77751792750658,713.9341404013124,488.1566224738059,2.0485228591847267,0.4881566224738059,0.29985442154921316,24176,357260,71541,333084,70041,24153,1494,454448,20,44.44444444444445,55.55555555555555,905,95,0.905,0.4444444444444445,20.362499999999997,1.7100000000000002,11.907894736842103,905,1000,0.4444444444444445,0.905,1.1080862577756982e-208,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_local_activation__rep05,T0p5_c0p005_ratio_1e2_local_activation,5,1005,500,1000,1500,1000,True,267.4582648199138,752.2332154183305,484.7749505984167,2.062812855254956,0.4847749505984167,0.29073085096510454,25047,376082,74814,351035,73314,25034,1496,477426,20,44.44444444444445,55.55555555555555,900,100,0.9,0.4444444444444445,20.249999999999996,1.8000000000000003,11.249999999999996,900,1000,0.4444444444444445,0.9,2.259350268660129e-203,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p0005_ratio_1e3_local_activation__rep01,T0p5_c0p0005_ratio_1e3_local_activation,1,1001,500,1000,1500,1000,True,231.783925865519,708.9784550435263,477.1945291780073,2.095581442902442,0.4771945291780073,0.28610868743177775,24057,354701,71264,330644,69764,24037,1497,451499,20,44.44444444444445,55.55555555555555,904,96,0.904,0.4444444444444445,20.339999999999996,1.7280000000000002,11.77083333333333,904,1000,0.4444444444444445,0.904,1.3071441976760093e-207,True,5.0,0.5,0.0005,1000.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p0005_ratio_1e3_local_activation__rep02,T0p5_c0p0005_ratio_1e3_local_activation,2,1002,500,1000,1500,1000,True,271.8442864405731,788.3926011448746,516.5483147043014,1.9359273305778781,0.5165483147043014,0.2772772191120225,25691,396078,79245,370387,77745,25679,1499,502501,20,44.44444444444445,55.55555555555555,928,72,0.928,0.4444444444444445,20.88,1.296,16.11111111111111,928,1000,0.4444444444444445,0.928,7.911801379621607e-235,True,5.0,0.5,0.0005,1000.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p0005_ratio_1e3_local_activation__rep03,T0p5_c0p0005_ratio_1e3_local_activation,3,1003,500,1000,1500,1000,True,267.05702288509457,780.7463481744177,513.689325289323,1.94670192812898,0.5136893252893231,0.29207428088855636,25657,389708,77996,364051,76496,25649,1495,494848,20,44.44444444444445,55.55555555555555,912,88,0.912,0.4444444444444445,20.519999999999996,1.584,12.954545454545451,912,1000,0.4444444444444445,0.912,2.5053221062113312e-216,True,5.0,0.5,0.0005,1000.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p0005_ratio_1e3_local_activation__rep04,T0p5_c0p0005_ratio_1e3_local_activation,4,1004,500,1000,1500,1000,True,235.29224968176842,718.0784173728374,482.78616769106895,2.07131037904941,0.48278616769106897,0.2834919930155593,24067,358998,71743,334931,70243,24059,1499,456299,20,44.44444444444445,55.55555555555555,919,81,0.919,0.4444444444444445,20.6775,1.4580000000000002,14.182098765432096,919,1000,0.4444444444444445,0.919,3.084594039061662e-224,True,5.0,0.5,0.0005,1000.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p0005_ratio_1e3_local_activation__rep05,T0p5_c0p0005_ratio_1e3_local_activation,5,1005,500,1000,1500,1000,True,249.6585748096141,730.7987001945404,481.1401253849263,2.0783965984960626,0.4811401253849263,0.283910080179794,24525,364848,72538,340323,71038,24512,1496,463394,20,44.44444444444445,55.55555555555555,885,115,0.885,0.4444444444444445,19.912499999999998,2.0700000000000003,9.619565217391303,885,1000,0.4444444444444445,0.885,3.814287661227728e-188,True,5.0,0.5,0.0005,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_local_activation__rep01,T1e-1_c1e-4_ratio_1e3_local_activation,1,1001,500,1000,1500,1000,True,1042.0255059710594,3236.2319440437527,2194.2064380726933,0.4557456320647576,2.1942064380726936,0.9722426452040054,22526,1617277,323220,1594751,321720,22519,1499,1964515,20,44.44444444444445,55.55555555555555,916,84,0.916,0.4444444444444445,20.609999999999996,1.5120000000000002,13.630952380952376,916,1000,0.4444444444444445,0.916,8.177396093904473e-221,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_local_activation__rep02,T1e-1_c1e-4_ratio_1e3_local_activation,2,1002,500,1000,1500,1000,True,1098.54994110832,3447.4894429770698,2348.93950186875,0.42572403384779733,2.3489395018687502,1.2254956957358445,23643,1725755,345015,1702112,343515,23639,1499,2095908,20,44.44444444444445,55.55555555555555,939,61,0.939,0.4444444444444445,21.127499999999998,1.098,19.241803278688522,939,1000,0.4444444444444445,0.939,1.7192076405216275e-248,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_local_activation__rep03,T1e-1_c1e-4_ratio_1e3_local_activation,3,1003,500,1000,1500,1000,True,1168.1719977577086,3609.977120323096,2441.8051225653876,0.4095330912195765,2.4418051225653876,1.3789040329795625,24730,1805193,360216,1780463,358716,24728,1499,2191636,20,44.44444444444445,55.55555555555555,946,54,0.946,0.4444444444444445,21.284999999999997,0.9720000000000001,21.89814814814814,946,1000,0.4444444444444445,0.946,1.1876764826868842e-257,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_local_activation__rep04,T1e-1_c1e-4_ratio_1e3_local_activation,4,1004,500,1000,1500,1000,True,1120.3365902553667,3658.5964524396795,2538.2598621843126,0.3939706942138875,2.5382598621843124,1.3198903731649807,24915,1828688,365530,1803773,364030,24912,1499,2220629,20,44.44444444444445,55.55555555555555,938,62,0.938,0.4444444444444445,21.104999999999997,1.116,18.91129032258064,938,1000,0.4444444444444445,0.938,3.2578234916682977e-247,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_local_activation__rep05,T1e-1_c1e-4_ratio_1e3_local_activation,5,1005,500,1000,1500,1000,True,1237.5579788863008,3406.4156398146533,2168.8576609283527,0.46107221235162216,2.1688576609283525,1.2042721185275695,23517,1704272,340837,1680755,339337,23512,1498,2070119,20,44.44444444444445,55.55555555555555,922,78,0.922,0.4444444444444445,20.744999999999997,1.4040000000000001,14.775641025641022,922,1000,0.4444444444444445,0.922,1.0317480549972999e-227,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2__rep01,T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2,1,1001,500,1000,1500,1000,True,13.03980936760101,37.419943610342784,24.380134242741775,41.01700138495794,0.024380134242741776,0.0168045960098393,17201,18980,3788,1779,2288,16796,1448,41012,20,44.44444444444445,55.55555555555555,443,557,0.443,0.4444444444444445,9.9675,10.026000000000002,0.9941651705565527,443,1000,0.4444444444444445,0.443,0.5487771225133123,False,5.0,0.5,0.005,100.0,1.0,2.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2__rep02,T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2,2,1002,500,1000,1500,1000,True,15.263206833868912,40.53117140443966,25.267964570570747,39.57580347269785,0.025267964570570747,0.017586410602309144,17976,20419,4011,2443,2511,17556,1443,43429,20,44.44444444444445,55.55555555555555,408,592,0.408,0.4444444444444445,9.18,10.656,0.8614864864864864,408,1000,0.4444444444444445,0.408,0.9907986355091236,False,5.0,0.5,0.005,100.0,1.0,2.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2__rep03,T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2,3,1003,500,1000,1500,1000,True,16.41853206692206,41.02359542981247,24.605063362890405,40.64204124376325,0.024605063362890405,0.016180391119052118,17989,20349,4163,2360,2663,17582,1454,43548,20,44.44444444444445,55.55555555555555,470,530,0.47,0.4444444444444445,10.575,9.540000000000001,1.1084905660377358,470,1000,0.4444444444444445,0.47,0.055588829891658885,False,5.0,0.5,0.005,100.0,1.0,2.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2__rep04,T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2,4,1004,500,1000,1500,1000,True,13.662695290893916,36.714673374921,23.051978084027084,43.3802251743814,0.023051978084027085,0.01599563105909052,15998,18250,3693,2252,2193,15576,1444,38963,20,44.44444444444445,55.55555555555555,440,560,0.44,0.4444444444444445,9.899999999999999,10.080000000000002,0.9821428571428569,440,1000,0.4444444444444445,0.44,0.6230785069194156,False,5.0,0.5,0.005,100.0,1.0,2.5,1.2,2.0,0.8
